root_paper_id,ref_id,ref_title,published,ref_authors,in_text_citation_count,title_similarity,author_overlap,abstract_and_reference_title_similarity ,standalone,first_quarter,second_quarter,third_quarter,fourth_quarter,reference_relevance
2,b14,Bias in Online Freelance Marketplaces: Evidence from TaskRabbit and Fiverr,2017. 2017. February,"['A Hannak', 'C Wagner', 'D Garcia', 'A Mislove', 'M Strohmaier', 'C Wilson']",2,0.33532934131736525,0,0.23599379082283223,0,0,1,0,2,0
2,b15,Overcoming the J-Shaped Distribution of Product Reviews,2009,"['N Hu', 'J Zhang', 'P Pavlou']",1,0.2972972972972973,0,0.16923991825003531,0,0,1,0,0,0
2,b16,Reputation Transferability in Online Labor Markets,2016,"['M Kokkodis', 'P Ipeirotis']",2,0.4755244755244755,0,0.30466667388839536,0,0,0,0,3,0
2,b17,Dilettante or Renaissance Person? How the Order of Job Experiences Affects Hiring in an External Labor Market,2014,['M Leung'],1,0.26732673267326734,0,0.1809989751464822,0,0,0,0,1,0
2,b18,Buying Reputation as a Signal of Quality: Evidence from an Online Marketplace,2016. 22584. September,"['L Li', ') Ivy', 'S Tadelis', 'X Zhou']",1,0.36470588235294116,0,0.18000900067505626,0,1,0,0,0,0
2,b19,Money Talks: Rebate Mechanisms in Reputation System Design,2014,"['L Li', ') Ivy', 'Xiao ', 'E ']",1,0.33112582781456956,0,0.08794969309128647,0,0,0,0,2,0
2,b20,Self-Selection and Information Role of Online Product Reviews,2008,"['X Li', 'L Hitt']",1,0.4025974025974026,0,0.24875929755249726,0,0,1,0,0,1
2,b21,Designing Online Marketplaces: Trust and Reputation Mechanisms,2016. Publication%20Files/17-017_ec4ccdc0-4348-4eb9-9f46,['M Luca'],1,0.33548387096774196,0,0.24445765969449548,0,0,1,0,0,0
2,b26,The Limits of Reputation in Platform Markets: An Empirical Analysis and Field Experiment,2015,"['C Nosko', 'S Tadelis']",3,0.3756906077348066,0,0.3863631272626171,0,2,0,0,2,0
2,b27,Sociomaterial Practices: Exploring Technology at Work,2007,['W Orlikowski'],1,0.2054794520547945,0,0.040622223185119384,0,0,0,0,2,0
2,b29,Situated Redesign in Creative Occupations -An Ethnography of Architects,2017,"['H Rahman', 'S Barley']",1,0.2073170731707317,1,0.14925557853149835,0,0,0,0,2,0
2,b30,Reputation Systems,2000,"['P Resnick', 'K Kuwabara', 'R Zeckhauser', 'E Friedman']",3,0.1981981981981982,0,0.03517987723651459,0,1,1,0,2,0
2,b31,The Value of Reputation on EBay: A Controlled Experiment,2006,"['P Resnick', 'R Zeckhauser', 'J Swanson', 'K Lockwood']",1,0.28187919463087246,0,0.17589938618257295,0,0,1,0,0,0
2,b32,Reputation and Feedback Systems in Online Platform Markets,2016,['S Tadelis'],8,0.4503311258278146,0,0.3693887109834032,0,2,3,0,6,0
2,b33,How Airbnb and Lyft Finally Got Americans to Trust Each Other,"2014. April 23. April 10, 2017",['J Tanz'],2,0.2987012987012987,0,0.18000900067505626,0,0,1,0,2,0
2,b34,Spamming Botnets: Signatures and Characteristics,2008,"['Y Xie', 'F Yu', 'K Achan', 'R Panigrahy', 'G Hulten', 'I Osipkov']",1,0.24113475177304963,0,0.1557479558214947,0,0,0,0,2,0
3,b0,On optimal call admission control in a resourcesharing system,2001,"['E Altman', 'T Jimenez', 'G Koole']",2,0.2608695652173913,0,0.10070118408847628,1,1,1,0,0,0
3,b1,The missing context of information technology personnel: a review and future directions for research,2001,"['S Ang', 'S Slaughter']",1,0.3246753246753247,0,0.3498416787687964,0,1,0,0,0,0
3,b2,Staffing a software project: a constraint satisfaction and optimization-based approach,2007,"['A Barreto', 'M Barros', 'C Werner']",1,0.24285714285714285,0,0.12206826881567391,0,0,1,0,0,0
3,b3,Revenue management in a dynamic network environment,2003,"['D Bertsimas', 'I Popescu']",1,0.45714285714285713,0,0.049834162063882165,0,1,0,0,0,0
3,b4,Dynamic airline revenue management with multiple semi-Markov demand,2003,"['S Brumelle', 'D Walczak']",4,0.39669421487603307,0,0.05425256391807729,1,3,1,0,0,0
3,b5,Revenue management of a make-to-stock queue,2006,"['R Caldentey', 'L Wein']",2,0.41237113402061853,0,0.19992903187428107,0,2,0,0,0,0
3,b6,Note on online auctions with costly bid evaluation,2003,['S Carr'],1,0.1346153846153846,0,0.07192941720605449,0,0,0,1,0,0
3,b7,Optimal admission control and sequencing in a make-tostock/make-to-order production system,2000,"['S Carr', 'I Duenyas']",1,0.2638888888888889,0,0.14708349358063671,0,1,0,0,0,0
3,b8,Topological value iteration algorithm for Markov decision processes,2007,"['P Dai', 'J Goldsmith']",1,0.3305785123966942,0,0.08631530064726539,1,0,1,0,0,0
3,b9,IT human resource management configurations and IT turnover: theoretical synthesis and empirical analysis,2005,"['T Ferratt', 'R Agarwal', 'C Brown', 'J Moore']",2,0.37735849056603776,0,0.3059276733678967,0,2,0,0,0,1
3,b11,Optimal procurement portfolios when using B2Bs: a model and analysis,2009,"['R Ganeshan', 'T Boone', 'P Aggarwal']",1,0.2786885245901639,0,0.14919455077471255,1,1,0,0,0,0
3,b12,Flexible Staffing Models: Breaking the Staff up/Layoff Cycle?,April 2001,[' Gartner-Research'],1,0.22608695652173913,0,0.16275769175423188,1,1,0,0,0,0
3,b13,Reservation planning for elective surgery under uncertain demand for emergency surgery,1996,"['Y Gerchak', 'D Gupta', 'M Henig']",1,0.2714285714285714,0,0.10505963827188337,1,1,0,0,0,0
3,b14,On evaluating information revelation policy in procurement auctions: a Markov decision process approach,2010,"['A Greenwald', 'K Kannan', 'R Krishnan']",1,0.3057324840764331,0,0.07047614786024094,1,1,0,0,0,1
3,b15,Decision Making and Leadership,1992,['F Heller'],2,0.19047619047619047,0,0.1424129802849529,0,2,0,0,0,0
3,b16,A systematic review of software development cost estimation studies,2007,"['M Jorgensen', 'M Shepperd']",1,0.24793388429752067,0,0.17263060129453078,1,1,0,0,0,0
3,b18,Move to depth: buyer-provider interactions in online service marketplaces,2010,"['J Kim', 'E Wulf']",1,0.31496062992125984,1,0.18013975442924257,1,1,0,0,0,0
3,b19,Managing capacity through reward programs,2004,"['B Kim', 'M Shi', 'K Srinivasan']",1,0.2736842105263158,0,0.03639372626234195,1,1,0,0,0,0
3,b20,Structural results for the control of queuing systems using eventbased dynamic programming,1998,['G Koole'],1,0.2638888888888889,0,0.31714266537108426,0,1,0,0,0,0
3,b21,Applying a new device in the optimization of exponential queuing systems,1975,['A Lippman'],1,0.2222222222222222,0,0.29594388227661284,0,1,0,0,0,0
3,b22,The dawn of the e-lance economy,1998,"['T Malone', 'R Laubacher']",2,0.3058823529411765,0,0.44596238667753785,0,2,0,0,0,0
3,b23,Electronic markets and electronic hierarchies,1987,"['T Malone', 'J Yates', 'R Benjamin']",1,0.2222222222222222,0,0.09227493778812974,0,1,0,0,0,0
3,b24,Admission control with batch arrivals,2004,"['E Ormeci', 'A Burnetas']",1,0.21978021978021978,0,0.054590589393512925,0,1,0,0,0,0
3,b25,Dynamic admission control for loss systems with batch arrivals,2005,"['E Ormeci', 'A Burnetas']",1,0.29310344827586204,0,0.10850512783615458,0,1,0,0,0,0
3,b28,Capacity rationing in stochastic rental systems with advance demand information,2010,"['F Papier', 'U Thonemann']",2,0.19548872180451127,0,0.06433562658187233,0,2,0,0,0,0
3,b29,Putting people first for organizational success,1999,"['J Pfeffer', 'J Veiga']",1,0.297029702970297,0,0.06644554941850955,0,1,0,0,0,0
3,b30,Managing online auctions: current business and research issues,2003,"['E Pinker', 'A Seidmann', 'Y Vakrat']",1,0.25862068965517243,0,0.1582447178533199,0,1,0,0,0,0
3,b31,Markov Decision Processes,1994,['M Puterman'],1,0.25316455696202533,0,0.04698409857349396,0,1,0,0,0,0
3,b32,Portfolio of buyer-supplier exchange relationships in an online marketplace for IT services,2009,"['U Radkevitch', 'E Van Heck', 'O Koppius']",1,0.3586206896551724,0,0.37241210965710586,1,1,0,0,0,1
3,b33,Multiservice Loss Models for Broadband Telecommunication Networks,1995,['K Ross'],5,0.25210084033613445,0,0.09227493778812974,1,4,1,0,0,0
3,b34,Optimal circuit access policies in an ISDN environment: a Markov decision approach,1989,"['K Ross', 'D Tsang']",2,0.29411764705882354,0,0.11041490358268122,1,2,0,0,0,0
3,b35,The stochastic knapsack problem,1989,"['K Ross', 'D Tsang']",2,0.23529411764705882,0,0.20344711469278987,0,2,0,0,0,0
3,b36,Capacity management in rental business with two customer bases,2005,"['S Savin', 'M Cohen', 'N Gans', 'Z Katalan']",2,0.39655172413793105,0,0.06781570489759661,0,2,0,0,0,0
3,b37,Beyond Boundaries: Open Labor Markets and Learning in Silicon Valley,1996,['A Saxenian'],1,0.2459016393442623,0,0.10293700253099575,0,1,0,0,0,0
3,b38,Online reverse auctions: common myths versus evolving reality,2007,"['T Schoenherr', 'V Mabert']",1,0.17391304347826086,0,0.07192941720605449,1,1,0,0,0,0
3,b39,Optimal procurement strategies for online spot markets,2004,"['R Seifert', 'U Thonemann', 'W Hausman']",1,0.37037037037037035,0,0.19992903187428113,1,1,0,0,0,0
3,b40,Costly bidding in online markets for IT services,2003,"['E Snir', 'L Hitt']",3,0.47058823529411764,0,0.28771766882421795,1,2,0,1,0,0
3,b41,Stochastic Modeling and Analysis: A Computational Approach,1986,['H Tijms'],1,0.23214285714285715,0,0.09966832412776433,0,0,1,0,0,0
3,b42,Optimal dynamic auctions for revenue management,2002,"['G Vulcano', 'G Van Ryzin', 'C Maglaras']",1,0.25742574257425743,0,0.11627971148239172,1,1,0,0,0,0
4,b0,Auctions versus negotiations in procurement: an empirical analysis,2003,"['P Bajari', 'R Mcmillan', 'S Tadelis']",2,0.35443037974683544,0,0.05613608914238397,0,2,0,0,0,0
4,b1,Incentives versus transaction costs: a theory of procurement contracts,2001,"['P Bajari', 'S Tadelis']",1,0.19753086419753085,0,0.22454435656953592,1,1,0,0,0,0
4,b2,From vendors to partners: information technology and incomplete contracts in buyer-supplier relationships,1993,"['J Bakos', 'E Brynjolfsson']",12,0.38578680203045684,0,0.11743139034002051,0,6,2,0,4,0
4,b3,"Information technology, incentives, and the optimal number of suppliers",1993,"['J Bakos', 'E Brynjolfsson']",11,0.24539877300613497,0,0.28226993281331364,0,5,2,0,4,1
4,b4,User heterogeneity and its impact on electronic auction market design: an empirical exploration,2004,"['R Bapna', 'P Goes', 'A Gupta', 'Y Jin']",6,0.2887700534759358,0,0.05871569517001025,1,2,0,4,0,1
4,b5,The Role of Reverse Auctions in Strategic Sourcing,2003,"['S Beall', 'C Carter', 'P Carter', 'T Germer', 'T Hendrick', 'S Jap', 'L Kaufmann', 'D Maciejewski', 'R Monczka', 'K Petersen']",1,0.352112676056338,0,0.2993924754260479,1,1,0,0,0,0
4,b6,Configurations of interorganizational relationships: a comparison between U.S. and Japanese automakers,1995,"['M Bensaou', 'N Venkatraman']",2,0.4639175257731959,0,0.2822699328133137,0,2,0,0,0,0
4,b7,Portfolios of buyer-supplier relationships,1999,['M Bensaou'],1,0.6268656716417911,0,0.44971201491459334,1,1,0,0,0,0
4,b8,Buyer-seller relationships in business markets,1999. November,"['J Cannon', 'W Perreault']",2,0.5507246376811594,0,0.10803395392536075,0,1,0,1,0,0
4,b9,Note on online auctions with costly bid evaluation,2003,['S Carr'],2,0.23943661971830985,0,0.07484811885651196,1,0,2,0,0,0
4,b10,Reverse auctions -grounded theory from the buyer and supplier perspective,2004,"['C Carter', 'L Kaufmann', 'S Beall', 'P Carter']",1,0.2787878787878788,0,0.06694619270045783,0,1,0,0,0,0
4,b11,"The impact of information technology on the organization of economic activity: the ""move to the middle"" hypothesis",1993,"['E Clemons', 'S Reddi', 'M Row']",8,0.27184466019417475,0,0.28517161801507124,0,6,0,0,2,1
4,b12,Reverse auctions for relationship marketers,2005,"['S Daly', 'P Nath']",1,0.37037037037037035,0,0.07100716024967263,0,1,0,0,0,0
4,b13,"Auctions within e-sourcing events, production and operations management",2007,['W Elmaghraby'],6,0.25766871165644173,0,0.01871202971412799,1,4,1,0,1,0
4,b14,Sourcing in the global aerospace supply chain using online reverse auctions,2004,['M Emiliani'],3,0.41916167664670656,0,0.07978836279039113,0,2,0,0,2,0
4,b15,E-sourcing in procurement: theory and behavior in reverse auctions with non-competitive contracts,2006,"['R Engelbrecht-Wiggans', 'E Katok']",1,0.2962962962962963,0,0.08199200616907876,0,1,0,0,0,0
4,b16,Determinants of long-term orientation in buyer-supplier relationships,1994,['S Ganesan'],1,0.43478260869565216,0,0.33519554521580996,0,0,0,0,1,0
4,b17,The effect of alliance network diversity on multinational enterprise performance,2005,"['A Goerzen', 'P Beamish']",1,0.3023255813953488,0,0.23431167445160245,1,0,0,0,1,0
4,b18,Social exchange in inter-organizational relationships: the resulting benefits of procedural and distributive justice,2006,"['D Griffith', 'M Harvey', 'R Lusch']",2,0.375,0,0.3111892277926691,0,0,1,0,1,0
4,b19,Do norms matter in marketing relationships,1992,"['J Heide', 'G John']",1,0.3582089552238806,0,0.1296407447104329,0,0,0,0,1,0
4,b20,Mixed mode network structures: the strategic use of electronic communication by organizations,1997,"['C Holland', 'A Lockett']",4,0.21621621621621623,0,0.21389631597324935,1,3,0,0,1,0
4,b21,"Online reverse auctions: issues, themes, and prospects for the future",2002,['S Jap'],2,0.2236024844720497,0,0.08368274087557229,1,2,0,0,0,0
4,b22,An exploratory study of the introduction of online reverse auctions,2003,['S Jap'],5,0.4025157232704403,0,0.4430709402303022,0,4,0,0,1,0
4,b23,The impact of online reverse auction design on buyer-supplier relationships,2007,['S Jap'],2,0.39520958083832336,0,0.351068796277721,1,1,0,1,0,0
4,b24,Customer portfolio management: toward a dynamic theory of exchange relationships,April. 2004,"['M Johnson', 'F Selnes']",2,0.3953488372093023,0,0.33519554521581,0,1,0,0,1,0
4,b25,"From static supply chains to dynamic supply webs: principles for radical redesign in the age of information, International Conference on Information Systems",1999,"['K Kumar', 'E Christiaanse']",1,0.3064516129032258,0,0.17645263142138495,0,1,0,0,0,1
4,b26,Assessing Reseller performance from the perspective of the supplier,1992,"['N Kumar', 'L Stern', 'R Achrol']",1,0.2138364779874214,0,0.2553227609292516,0,0,0,1,0,0
4,b27,Electronic markets and electronic hierarchies: effects of information technology on market structure and corporate strategies,1987,"['T Malone', 'J Yates', 'R Benjamin']",2,0.2488479262672811,0,0.18212952314801395,0,2,0,0,0,0
4,b28,Auctions and bidding,1987,"['R Mcafee', 'J Mcmillan']",1,0.23214285714285715,0,0.030556616567607046,1,1,0,0,0,0
4,b29,A portfolio approach to supplier-relationships,1997,"['R Olsen', 'L Ellram']",1,0.463768115942029,0,0.14201432049934526,1,1,0,0,0,0
4,b30,Managing online auctions: current business and research issues,2003,"['E Pinker', 'A Seidmann', 'Y Vakrat']",1,0.2597402597402597,0,0.05613608914238397,1,1,0,0,0,0
4,b31,Do formal contracts and relational governance function as substitutes or complements?,2002,"['L Poppo', 'T Zenger']",4,0.3163841807909605,0,0.07978836279039112,0,1,1,0,2,0
4,b32,Buying business services through auctions: from a transactional to a relational approach,2005,"['U Radkevitch', 'W Van Der', ' Valk']",1,0.3,1,0.033473096350228916,0,1,0,0,0,0
4,b33,Coping with costly bid evaluation in online reverse auctions for IT services,2008,"['U Radkevitch', 'E Van Heck', 'O Koppius']",3,0.5357142857142857,1,0.13750477455423168,1,0,1,1,1,0
4,b34,Structuring cooperative relationships between organizations,1992,"['P Ring', 'A Ven']",3,0.3708609271523179,0,0.07100716024967263,1,0,0,0,4,0
4,b35,"Van de Ven, Developmental processes of cooperative interorganizational relationships",1994,"['P Ring', 'A ']",2,0.32954545454545453,0,0.26462806201248157,1,0,1,0,1,0
4,b36,Managing and measuring relational equity in the network economy,2002,"['M Sawhney', 'J Zabin']",2,0.36129032258064514,0,0.07056748320332841,1,2,0,0,0,0
4,b37,Online reverse auctions and their role in buyer-supplier relationships,2003,"['A Smart', 'A Harrison']",1,0.41975308641975306,0,0.2677847708018314,1,1,0,0,0,0
4,b38,Costly bidding in online markets for IT services,2003,"['E Snir', 'L Hitt']",4,0.5714285714285714,0,0.14969623771302393,1,0,3,1,0,0
4,b39,Reversed auctions or auctions reversed: first experiments by Philips,2002,"['R Tulder', 'M Mol']",2,0.175,0,0.014678923792502562,0,1,0,0,2,0
4,b40,"Interaction, relationships and networks in business markets: an evolving perspective",1996,"['P Turnbull', 'D Ford', 'M Cunningham']",1,0.4318181818181818,0,0.1338923854009157,0,1,0,0,0,0
4,b41,Market provision of custom software: learning effects and low balling,1995,['S Whang'],1,0.18633540372670807,0,0.217575126276488,1,0,1,0,0,0
4,b42,"The Economic Institutions of Capitalism: Firms, Markets and Relational Contracting",1985,['O Williamson'],2,0.3103448275862069,0,0.2510482226267169,1,2,0,0,0,0
4,b43,Comparative economic organization: the analysis of discrete structural alternatives,1991,['O Williamson'],1,0.22857142857142856,0,0.24698619121164944,1,0,0,0,1,0
4,b44,E-sourcing: impact of bidding behavior and non-price attributes,2006,"['F Zhong', 'D Wu']",2,0.34838709677419355,0,0.24698619121164944,0,2,0,0,0,1
5,b0,Does information help or hinder job applicants from less developed countries in online markets?,2013. 18720,"['A Agrawal', 'N Lacetera', 'E Lyons']",1,0.35714285714285715,0,0.1769595993241414,0,0,1,0,0,0
5,b1,Digitization and the contract labor market: A research agenda,2015,"['A Agrawal', 'J Horton', 'N Lacetera', 'E Lyons']",2,0.30864197530864196,0,0.27665837249659325,0,2,0,0,0,0
5,b2,Optimum mark-up for bidding: A preference-uncertainty trade off approach,1987,"['I Ahmad', 'I Minkarah']",1,0.31213872832369943,0,0.0,0,0,1,0,0,0
5,b3,Building Constructure detailed estimating practices in Saudi Arabia,1994,"['K Al-Harbi', 'D Johnston', 'H Fayadh']",1,0.25,0,0.06384423980690614,0,0,1,0,0,0
5,b4,Large-scale service marketplaces: The role of the moderating firm,2012,"['G Allon', 'A Bassamboo', 'E Çil']",1,0.20481927710843373,0,0.33014782225703504,1,1,0,0,0,0
5,b5,Properties of scoring auctions,2008,"['J Asker', 'E Cantillon']",4,0.2595419847328244,0,0.1203858530857692,0,1,3,0,0,0
5,b6,Evidence of the effect of trust building Technology in Electronic Markets: Price premiums and buyer behavior,2002,"['S Ba', 'P Pavlou']",2,0.3827751196172249,0,0.3688778299954577,0,0,0,2,0,1
5,b7,Incentives versus transaction costs: A theory of procurement contracts,2001,"['P Bajari', 'S Tadelis']",1,0.36257309941520466,0,0.04256282653793742,0,0,1,0,0,0
5,b8,Auctions versus negotiations in procurement: An empirical analysis,2009,"['P Bajari', 'R Mcmillan', 'S Tadelis']",2,0.3592814371257485,0,0.14896989288278098,0,0,1,1,0,0
5,b9,Research note-IT outsourcing and the impact of advisors on clients and vendors,2016,"['R Bapna', 'A Gupta', 'G Ray', 'S To']",1,0.3575418994413408,0,0.32637668288410976,1,0,0,1,0,1
5,b10,Competition in online job marketplaces: Towards a global labour market for outsourcing services? Global Networks,2015,"['N Beerepoot', 'B Lambregts']",3,0.3192488262910798,0,0.13543408472149035,0,3,0,0,0,0
5,b11,Multi-attribute auction and negotiation for e-procurement of logistics,2013,"['N Bellantuono', 'D Ettorre', 'G Kersten', 'P Pontrandolfo']",2,0.1871345029239766,0,0.12038585308576918,0,0,2,0,0,0
5,b12,Regression diagnostics: Identifying influential data and sources of collinearity,2004,"['D Belsley', 'E Kuh', 'R Welsch']",1,0.32044198895027626,0,0.1203858530857692,1,0,0,0,1,0
5,b13,Can reputation discipline the gig economy? Experimental Evidence from An Online Labor Market,2019,"['A Benson', 'A Sojourner', 'A Umyarov']",1,0.3316062176165803,0,0.2170286830706078,0,1,0,0,0,0
5,b14,An experimental analysis of multi-attribute auctions,2000,['M Bichler'],4,0.2222222222222222,0,0.11375393879832252,0,1,3,0,0,1
5,b15,The Design of Multidimensional Auctions,1997,['F Branco'],1,0.17142857142857143,0,0.296110046131991,0,0,1,0,0,0
5,b16,Deterring unethical behavior in online labor markets,2019,"['W Brink', 'T Eaton', 'J Grenier', 'A Reffett']",1,0.3790849673202614,0,0.136504726557987,0,1,0,0,0,0
5,b19,Comparison of the group-buying auction and the fixed pricing mechanism,2007,"['J Chen', 'X Chen', 'X Song']",1,0.32748538011695905,0,0.38397382389415224,0,0,1,0,0,1
5,b20,"Better, faster, cheaper: An experimental analysis of a multiattribute reverse auction mechanism with restricted information feedback",2005,"['C.-H Chen-Ritzo', 'T Harrison', 'A Kwasnica', 'D Thomas']",4,0.2832618025751073,0,0.15541746804005227,0,1,3,0,0,0
5,b21,How buyer experience in online auctions affects the dimensionality of Trust in Sellers : An unexpected finding,2004,['B Chong'],2,0.3127962085308057,0,0.3830654388414369,0,0,0,2,0,1
5,b22,Bidding in sealedbid and English multi-attribute auctions,2006,"['E David', 'R Azoulay-Schwartz', 'S Kraus']",3,0.1518987341772152,0,0.17025130615174972,0,0,3,0,0,1
5,b23,Design and analysis of contracts for software outsourcing design and analysis of contracts for software outsourcing,2010,"['D Dey', 'M Fan', 'C Zhang']",1,0.2962962962962963,0,0.14896989288278098,0,0,1,0,0,1
5,b24,Linking trust to use intention for technology-enabled Bank channels: The role of trusting intentions,2010,"['S Dimitriadis', 'N Kyrezis']",1,0.1691542288557214,0,0.23312620206007842,0,0,1,0,0,0
5,b25,A validation of the component-based method for software size estimation,2000,['J Dolado'],1,0.18604651162790697,0,0.20938142159739226,0,0,1,0,0,0
5,b26,Auctions versus posted prices in online markets,2018,"['L Einav', 'C Farronato', 'J Levin', 'N Sundaresan']",4,0.4189189189189189,0,0.18200630207731602,0,0,4,0,0,0
5,b27,A comparison of buyer-determined and Price-based multiattribute mechanism,2007,"['R Engelbrecht-Wiggans', 'E Haruvey', 'E Katok']",2,0.22988505747126436,0,0.2407717061715384,0,0,2,0,0,0
5,b28,Collusion in dynamic buyer-determined reverse auctions,2016,"['N Fugger', 'E Katok', 'A Wambach']",1,0.24516129032258063,0,0.18200630207731602,0,0,1,0,0,0
5,b29,E-commerce:The role of familiarity and trust,2000,['D Gefen'],1,0.2620689655172414,0,0.2957602408756385,0,0,1,0,0,0
5,b30,Business familiarity as risk mitigation in software development outsourcing contracts,2008,"['D Gefen', 'S Wyss', 'Y Lichtenstein']",2,0.3763440860215054,0,0.09517337345336012,0,0,2,0,0,1
5,b31,Familiarity and group productivity,1991,"['P Goodman', 'D Leyden']",1,0.16296296296296298,0,0.0902893898143269,0,0,1,0,0,0
5,b32,The role of contracts on quality and returns to quality in offshore,2010,['A Gopal'],1,0.2619047619047619,0,0.3217447260438935,0,0,1,0,0,0
5,b33,On vendor preferences for contract types in offshore software projects: The case of fixed Price vs. time and materials contracts,2008,"['A Gopal', 'K Sivaramakrishnan']",2,0.4890829694323144,0,0.3364886887863534,0,0,2,0,0,1
5,b34,Contracts in offshore software development: An empirical analysis,2003,"['A Gopal', 'K Sivaramakrishnan', 'M Krishnan', 'T Mukhopadhyay']",4,0.3253012048192771,0,0.10640706634484355,0,0,4,0,0,0
5,b35,"The relationship between website quality, trust and Price premiums at online auctions",2010,"['D Gregg', 'S Walczak']",1,0.20430107526881722,0,0.347524023428458,0,0,0,1,0,0
5,b36,An experimental investigation into the effects of information revelation in multiattribute reverse auctions,2012,"['K Gwebu', 'M Hu', 'M Shanker']",1,0.20192307692307693,0,0.30050125348238,0,0,1,0,0,0
5,b37,Procurement auctions with general price-quality evaluation,2013,"['M Hanazono', 'J Nakabayashi', 'M Tsuruoka']",1,0.389937106918239,0,0.22750787759664504,0,0,1,0,0,0
5,b38,Differentiated bidders and bidding behavior in procurement auctions,2013,"['E Haruvy', 'S Jap']",1,0.2261904761904762,0,0.1702513061517497,0,0,1,0,0,0
5,b39,Increasing revenue by decreasing information in procurement auctions,2013,"['E Haruvy', 'E Katok']",1,0.22485207100591717,0,0.14896989288278098,0,0,1,0,0,0
5,b40,Software cost estimation models,1992,['F Heemstra'],2,0.19696969696969696,0,0.0,0,0,2,0,0,0
5,b41,"Online Labor Markets: An Informal ""Freelancer Economy",2013,"['Y Hong', 'P Pavlou']",3,0.3116883116883117,0,0.09100315103865801,0,1,1,1,0,0
5,b42,On buyer selection of service providers in online outsourcing platforms for IT services,2017,"['Y Hong', 'P Pavlou']",1,0.5425531914893617,0,0.26711222531767115,0,0,1,0,0,1
5,b43,Multi-attribute auction paradigms -an empirical investigation on fixed Price vs,2018,"['Z Hong', 'R Wu']",1,0.4222222222222222,1,0.19963735237617264,0,0,1,0,0,0
5,b44,Comparing open and sealed bid auctions: Evidence from online labor markets,2015,"['Y Hong', 'C Wang', 'P Pavlou']",7,0.4,0,0.2177862025921883,1,3,2,1,0,1
5,b45,Engineering a separating equilibrium,2018,"['J Horton', 'R Johari']",1,0.23357664233576642,0,0.0,0,1,0,0,0,0
5,b46,Investigating the moderating role of uncertainty avoidance cultural values on multidimensional online trust,2012,"['Y Hwang', 'K Lee']",1,0.25,0,0.2504177112353167,0,0,0,1,0,1
5,b47,Project risk impact on software development team performance. Project risk impact on software development team performance,2000,"['J Jiang', 'G Klein', 'T Means']",1,0.13452914798206278,0,0.10640706634484356,0,0,0,1,0,0
5,b48,Top-down and bottom-up expert estimation of software development effort,2004,['M Jørgensen'],1,0.26744186046511625,0,0.09074425108007847,0,0,1,0,0,0
5,b49,What we do and Don't know about software development effort estimation,2014,['M Jørgensen'],1,0.19883040935672514,0,0.07259540086406277,0,0,1,0,0,0
5,b50,Surviving and thriving in online labor markets : A Geoeconomic analysis,2018,"['I Kanat', 'Y Hong', 'T Raghu']",1,0.43023255813953487,0,0.1805787796286538,0,1,0,0,0,1
5,b51,Effects of information revelation policies under cost uncertainty,2012,['K Kannan'],1,0.30120481927710846,0,0.10640706634484355,0,0,1,0,0,1
5,b52,Extrinsic versus intrinsic rewards for contributing reviews in an online platform,2018,"['W Khern-Am-Nuai', 'K Kannan', 'H Ghasemkhani']",1,0.4175824175824176,0,0.10889310129609417,0,0,0,1,0,1
